Bulbasaur:Bulbasaur(1), Grass/Poison Type, HP 45, Attack 49, Defense 49, Sp. Attack 65, Sp. Defense 65, Speed 45§
Heracross:Heracross(214), Bug/Fighting Type, HP 80, Attack 125, Defense 75, Sp. Attack 40, Sp. Defense 95, Speed 85§
Sneasel:Sneasel(215), Dark/Ice Type, HP 55, Attack 95, Defense 55, Sp. Attack 35, Sp. Defense 75, Speed 115§
Teddiursa:Teddiursa(216), Normal Type, HP 60, Attack 80, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 40§
Ursaring:Ursaring(217), Normal Type, HP 90, Attack 130, Defense 75, Sp. Attack 75, Sp. Defense 75, Speed 55§
Slugma:Slugma(218), Fire Type, HP 40, Attack 40, Defense 40, Sp. Attack 70, Sp. Defense 40, Speed 20§
Magcargo:Magcargo(219), Fire/Rock Type, HP 60, Attack 50, Defense 120, Sp. Attack 90, Sp. Defense 80, Speed 30§
Swinub:Swinub(220), Ice/Ground Type, HP 50, Attack 50, Defense 40, Sp. Attack 30, Sp. Defense 30, Speed 50§
Piloswine:Piloswine(221), Ice/Ground Type, HP 100, Attack 100, Defense 80, Sp. Attack 60, Sp. Defense 60, Speed 50§
Corsola:Corsola(222), Water/Rock Type, HP 65, Attack 55, Defense 95, Sp. Attack 65, Sp. Defense 95, Speed 35§
Remoraid:Remoraid(223), Water Type, HP 35, Attack 65, Defense 35, Sp. Attack 65, Sp. Defense 35, Speed 65§
Octillery:Octillery(224), Water Type, HP 75, Attack 105, Defense 75, Sp. Attack 105, Sp. Defense 75, Speed 45§
Delibird:Delibird(225), Ice/Flying Type, HP 45, Attack 55, Defense 45, Sp. Attack 65, Sp. Defense 45, Speed 75§
Mantine:Mantine(226), Water/Flying Type, HP 85, Attack 40, Defense 70, Sp. Attack 80, Sp. Defense 140, Speed 70§
Skarmory:Skarmory(227), Steel/Flying Type, HP 65, Attack 80, Defense 140, Sp. Attack 40, Sp. Defense 70, Speed 70§
Houndour:Houndour(228), Dark/Fire Type, HP 45, Attack 60, Defense 30, Sp. Attack 80, Sp. Defense 50, Speed 65§
Houndoom:Houndoom(229), Dark/Fire Type, HP 75, Attack 90, Defense 50, Sp. Attack 110, Sp. Defense 80, Speed 95§
Kingdra:Kingdra(230), Water/Dragon Type, HP 75, Attack 95, Defense 95, Sp. Attack 95, Sp. Defense 95, Speed 85§
Phanpy:Phanpy(231), Ground Type, HP 90, Attack 60, Defense 60, Sp. Attack 40, Sp. Defense 40, Speed 40§
Donphan:Donphan(232), Ground Type, HP 90, Attack 120, Defense 120, Sp. Attack 60, Sp. Defense 60, Speed 50§
Porygon2:Porygon2(233), Normal Type, HP 85, Attack 80, Defense 90, Sp. Attack 105, Sp. Defense 95, Speed 60§
Stantler:Stantler(234), Normal Type, HP 73, Attack 95, Defense 62, Sp. Attack 85, Sp. Defense 65, Speed 85§
Smeargle:Smeargle(235), Normal Type, HP 55, Attack 20, Defense 35, Sp. Attack 20, Sp. Defense 45, Speed 75§
Tyrogue:Tyrogue(236), Fighting Type, HP 35, Attack 35, Defense 35, Sp. Attack 35, Sp. Defense 35, Speed 35§
Hitmontop:Hitmontop(237), Fighting Type, HP 50, Attack 95, Defense 95, Sp. Attack 35, Sp. Defense 110, Speed 70§
Smoochum:Smoochum(238), Ice/Psychic Type, HP 45, Attack 30, Defense 15, Sp. Attack 85, Sp. Defense 65, Speed 65§
Elekid:Elekid(239), Electric Type, HP 45, Attack 63, Defense 37, Sp. Attack 65, Sp. Defense 55, Speed 95§
Magby:Magby(240), Fire Type, HP 45, Attack 75, Defense 37, Sp. Attack 70, Sp. Defense 55, Speed 83§
Miltank:Miltank(241), Normal Type, HP 95, Attack 80, Defense 105, Sp. Attack 40, Sp. Defense 70, Speed 100§
Blissey:Blissey(242), Normal Type, HP 255, Attack 10, Defense 10, Sp. Attack 75, Sp. Defense 135, Speed 55§
Raikou:Raikou(243), Electric Type, HP 90, Attack 85, Defense 75, Sp. Attack 115, Sp. Defense 100, Speed 115§
Entei:Entei(244), Fire Type, HP 115, Attack 115, Defense 85, Sp. Attack 90, Sp. Defense 75, Speed 100§
Suicune:Suicune(245), Water Type, HP 100, Attack 75, Defense 115, Sp. Attack 90, Sp. Defense 115, Speed 85§
Larvitar:Larvitar(246), Rock/Ground Type, HP 50, Attack 64, Defense 50, Sp. Attack 45, Sp. Defense 50, Speed 41§
Pupitar:Pupitar(247), Rock/Ground Type, HP 70, Attack 84, Defense 70, Sp. Attack 65, Sp. Defense 70, Speed 51§
Tyranitar:Tyranitar(248), Rock/Dark Type, HP 100, Attack 134, Defense 110, Sp. Attack 95, Sp. Defense 100, Speed 61§
Lugia:Lugia(249), Psychic/Flying Type, HP 106, Attack 90, Defense 130, Sp. Attack 90, Sp. Defense 154, Speed 110§
Ho-oh:Ho-oh(250), Fire/Flying Type, HP 106, Attack 130, Defense 90, Sp. Attack 110, Sp. Defense 154, Speed 90§
Celebi:Celebi(251), Psychic/Grass Type, HP 100, Attack 100, Defense 100, Sp. Attack 100, Sp. Defense 100, Speed 100§
Treecko:Treecko(252), Grass Type, HP 40, Attack 45, Defense 35, Sp. Attack 65, Sp. Defense 55, Speed 70§
Grovyle:Grovyle(253), Grass Type, HP 50, Attack 65, Defense 45, Sp. Attack 85, Sp. Defense 65, Speed 95§
Sceptile:Sceptile(254), Grass Type, HP 70, Attack 85, Defense 65, Sp. Attack 105, Sp. Defense 85, Speed 120§
Torchic:Torchic(255), Fire Type, HP 45, Attack 60, Defense 40, Sp. Attack 70, Sp. Defense 50, Speed 45§
Combusken:Combusken(256), Fire/Fighting Type, HP 60, Attack 85, Defense 60, Sp. Attack 85, Sp. Defense 60, Speed 55§
Blaziken:Blaziken(257), Fire/Fighting Type, HP 80, Attack 120, Defense 70, Sp. Attack 110, Sp. Defense 70, Speed 80§
Mudkip:Mudkip(258), Water Type, HP 50, Attack 70, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 40§
Marshtomp:Marshtomp(259), Water/Ground Type, HP 70, Attack 85, Defense 70, Sp. Attack 60, Sp. Defense 70, Speed 50§
Swampert:Swampert(260), Water/Ground Type, HP 100, Attack 110, Defense 90, Sp. Attack 85, Sp. Defense 90, Speed 60§
Poochyena:Poochyena(261), Dark Type, HP 35, Attack 55, Defense 35, Sp. Attack 30, Sp. Defense 30, Speed 35§
Mightyena:Mightyena(262), Dark Type, HP 70, Attack 90, Defense 70, Sp. Attack 60, Sp. Defense 60, Speed 70§
Zigzagoon:Zigzagoon(263), Normal Type, HP 38, Attack 30, Defense 41, Sp. Attack 30, Sp. Defense 41, Speed 60§
Linoone:Linoone(264), Normal Type, HP 78, Attack 70, Defense 61, Sp. Attack 50, Sp. Defense 61, Speed 100§
Wurmple:Wurmple(265), Bug Type, HP 45, Attack 45, Defense 35, Sp. Attack 20, Sp. Defense 30, Speed 20§
Silcoon:Silcoon(266), Bug Type, HP 50, Attack 35, Defense 55, Sp. Attack 25, Sp. Defense 25, Speed 15§
Beautifly:Beautifly(267), Bug/Flying Type, HP 60, Attack 70, Defense 50, Sp. Attack 100, Sp. Defense 50, Speed 65§
Cascoon:Cascoon(268), Bug Type, HP 50, Attack 35, Defense 55, Sp. Attack 25, Sp. Defense 25, Speed 15§
Dustox:Dustox(269), Bug/Poison Type, HP 60, Attack 50, Defense 70, Sp. Attack 50, Sp. Defense 90, Speed 65§
Lotad:Lotad(270), Water/Grass Type, HP 40, Attack 30, Defense 30, Sp. Attack 40, Sp. Defense 50, Speed 30§
Lombre:Lombre(271), Water/Grass Type, HP 60, Attack 50, Defense 50, Sp. Attack 60, Sp. Defense 70, Speed 50§
Ludicolo:Ludicolo(272), Water/Grass Type, HP 80, Attack 70, Defense 70, Sp. Attack 90, Sp. Defense 100, Speed 70§
Seedot:Seedot(273), Grass Type, HP 40, Attack 40, Defense 50, Sp. Attack 30, Sp. Defense 30, Speed 30§
Nuzleaf:Nuzleaf(274), Grass/Dark Type, HP 70, Attack 70, Defense 40, Sp. Attack 60, Sp. Defense 40, Speed 60§
Shiftry:Shiftry(275), Grass/Dark Type, HP 90, Attack 100, Defense 60, Sp. Attack 90, Sp. Defense 60, Speed 80§
Taillow:Taillow(276), Normal/Flying Type, HP 40, Attack 55, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 85§
Swellow:Swellow(277), Normal/Flying Type, HP 60, Attack 85, Defense 60, Sp. Attack 75, Sp. Defense 50, Speed 125§
Wingull:Wingull(278), Water/Flying Type, HP 40, Attack 30, Defense 30, Sp. Attack 55, Sp. Defense 30, Speed 85§
Pelipper:Pelipper(279), Water/Flying Type, HP 60, Attack 50, Defense 100, Sp. Attack 95, Sp. Defense 70, Speed 65§
Ralts:Ralts(280), Psychic/Fairy Type, HP 28, Attack 25, Defense 25, Sp. Attack 45, Sp. Defense 35, Speed 40§
Kirlia:Kirlia(281), Psychic/Fairy Type, HP 38, Attack 35, Defense 35, Sp. Attack 65, Sp. Defense 55, Speed 50§
Gardevoir:Gardevoir(282), Psychic/Fairy Type, HP 68, Attack 65, Defense 65, Sp. Attack 125, Sp. Defense 115, Speed 80§
Surskit:Surskit(283), Bug/Water Type, HP 40, Attack 30, Defense 32, Sp. Attack 50, Sp. Defense 52, Speed 65§
Masquerain:Masquerain(284), Bug/Flying Type, HP 70, Attack 60, Defense 62, Sp. Attack 100, Sp. Defense 82, Speed 80§
Shroomish:Shroomish(285), Grass Type, HP 60, Attack 40, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 35§
Breloom:Breloom(286), Grass/Fighting Type, HP 60, Attack 130, Defense 80, Sp. Attack 60, Sp. Defense 60, Speed 70§
Slakoth:Slakoth(287), Normal Type, HP 60, Attack 60, Defense 60, Sp. Attack 35, Sp. Defense 35, Speed 30§
Vigoroth:Vigoroth(288), Normal Type, HP 80, Attack 80, Defense 80, Sp. Attack 55, Sp. Defense 55, Speed 90§
Slaking:Slaking(289), Normal Type, HP 150, Attack 160, Defense 100, Sp. Attack 95, Sp. Defense 65, Speed 100§
Nincada:Nincada(290), Bug/Ground Type, HP 31, Attack 45, Defense 90, Sp. Attack 30, Sp. Defense 30, Speed 40§
Ninjask:Ninjask(291), Bug/Flying Type, HP 61, Attack 90, Defense 45, Sp. Attack 50, Sp. Defense 50, Speed 160§
Shedinja:Shedinja(292), Bug/Ghost Type, HP 1, Attack 90, Defense 45, Sp. Attack 30, Sp. Defense 30, Speed 40§
Whismur:Whismur(293), Normal Type, HP 64, Attack 51, Defense 23, Sp. Attack 51, Sp. Defense 23, Speed 28§
Loudred:Loudred(294), Normal Type, HP 84, Attack 71, Defense 43, Sp. Attack 71, Sp. Defense 43, Speed 48§
Exploud:Exploud(295), Normal Type, HP 104, Attack 91, Defense 63, Sp. Attack 91, Sp. Defense 73, Speed 68§
Makuhita:Makuhita(296), Fighting Type, HP 72, Attack 60, Defense 30, Sp. Attack 20, Sp. Defense 30, Speed 25§
Hariyama:Hariyama(297), Fighting Type, HP 144, Attack 120, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 50§
Azurill:Azurill(298), Normal/Fairy Type, HP 50, Attack 20, Defense 40, Sp. Attack 20, Sp. Defense 40, Speed 20§
Nosepass:Nosepass(299), Rock Type, HP 30, Attack 45, Defense 135, Sp. Attack 45, Sp. Defense 90, Speed 30§
Skitty:Skitty(300), Normal Type, HP 50, Attack 45, Defense 45, Sp. Attack 35, Sp. Defense 35, Speed 50§
Delcatty:Delcatty(301), Normal Type, HP 70, Attack 65, Defense 65, Sp. Attack 55, Sp. Defense 55, Speed 90§
Sableye:Sableye(302), Dark/Ghost Type, HP 50, Attack 75, Defense 75, Sp. Attack 65, Sp. Defense 65, Speed 50§
Mawile:Mawile(303), Steel/Fairy Type, HP 50, Attack 85, Defense 85, Sp. Attack 55, Sp. Defense 55, Speed 50§
Aron:Aron(304), Steel/Rock Type, HP 50, Attack 70, Defense 100, Sp. Attack 40, Sp. Defense 40, Speed 30§
Lairon:Lairon(305), Steel/Rock Type, HP 60, Attack 90, Defense 140, Sp. Attack 50, Sp. Defense 50, Speed 40§
Aggron:Aggron(306), Steel/Rock Type, HP 70, Attack 110, Defense 180, Sp. Attack 60, Sp. Defense 60, Speed 50§
Meditite:Meditite(307), Fighting/Psychic Type, HP 30, Attack 40, Defense 55, Sp. Attack 40, Sp. Defense 55, Speed 60§
Medicham:Medicham(308), Fighting/Psychic Type, HP 60, Attack 60, Defense 75, Sp. Attack 60, Sp. Defense 75, Speed 80§
Electrike:Electrike(309), Electric Type, HP 40, Attack 45, Defense 40, Sp. Attack 65, Sp. Defense 40, Speed 65§
Manectric:Manectric(310), Electric Type, HP 70, Attack 75, Defense 60, Sp. Attack 105, Sp. Defense 60, Speed 105§
Plusle:Plusle(311), Electric Type, HP 60, Attack 50, Defense 40, Sp. Attack 85, Sp. Defense 75, Speed 95§
Minun:Minun(312), Electric Type, HP 60, Attack 40, Defense 50, Sp. Attack 75, Sp. Defense 85, Speed 95§
Volbeat:Volbeat(313), Bug Type, HP 65, Attack 73, Defense 75, Sp. Attack 47, Sp. Defense 85, Speed 85§
Illumise:Illumise(314), Bug Type, HP 65, Attack 47, Defense 75, Sp. Attack 73, Sp. Defense 85, Speed 85§
Roselia:Roselia(315), Grass/Poison Type, HP 50, Attack 60, Defense 45, Sp. Attack 100, Sp. Defense 80, Speed 65§
Gulpin:Gulpin(316), Poison Type, HP 70, Attack 43, Defense 53, Sp. Attack 43, Sp. Defense 53, Speed 40§
Swalot:Swalot(317), Poison Type, HP 100, Attack 73, Defense 83, Sp. Attack 73, Sp. Defense 83, Speed 55§
Carvanha:Carvanha(318), Water/Dark Type, HP 45, Attack 90, Defense 20, Sp. Attack 65, Sp. Defense 20, Speed 65§
Sharpedo:Sharpedo(319), Water/Dark Type, HP 70, Attack 120, Defense 40, Sp. Attack 95, Sp. Defense 40, Speed 95§
Wailmer:Wailmer(320), Water Type, HP 130, Attack 70, Defense 35, Sp. Attack 70, Sp. Defense 35, Speed 60§
Wailord:Wailord(321), Water Type, HP 170, Attack 90, Defense 45, Sp. Attack 90, Sp. Defense 45, Speed 60§
Numel:Numel(322), Fire/Ground Type, HP 60, Attack 60, Defense 40, Sp. Attack 65, Sp. Defense 45, Speed 35§
Camerupt:Camerupt(323), Fire/Ground Type, HP 70, Attack 100, Defense 70, Sp. Attack 105, Sp. Defense 75, Speed 40§
Torkoal:Torkoal(324), Fire Type, HP 70, Attack 85, Defense 140, Sp. Attack 85, Sp. Defense 70, Speed 20§
Spoink:Spoink(325), Psychic Type, HP 60, Attack 25, Defense 35, Sp. Attack 70, Sp. Defense 80, Speed 60§
Grumpig:Grumpig(326), Psychic Type, HP 80, Attack 45, Defense 65, Sp. Attack 90, Sp. Defense 110, Speed 80§
Spinda:Spinda(327), Normal Type, HP 60, Attack 60, Defense 60, Sp. Attack 60, Sp. Defense 60, Speed 60§
Trapinch:Trapinch(328), Ground Type, HP 45, Attack 100, Defense 45, Sp. Attack 45, Sp. Defense 45, Speed 10§
Vibrava:Vibrava(329), Ground/Dragon Type, HP 50, Attack 70, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 70§
Flygon:Flygon(330), Ground/Dragon Type, HP 80, Attack 100, Defense 80, Sp. Attack 80, Sp. Defense 80, Speed 100§
Cacnea:Cacnea(331), Grass Type, HP 50, Attack 85, Defense 40, Sp. Attack 85, Sp. Defense 40, Speed 35§
Cacturne:Cacturne(332), Grass/Dark Type, HP 70, Attack 115, Defense 60, Sp. Attack 115, Sp. Defense 60, Speed 55§
Swablu:Swablu(333), Normal/Flying Type, HP 45, Attack 40, Defense 60, Sp. Attack 40, Sp. Defense 75, Speed 50§
Altaria:Altaria(334), Dragon/Flying Type, HP 75, Attack 70, Defense 90, Sp. Attack 70, Sp. Defense 105, Speed 80§
Zangoose:Zangoose(335), Normal Type, HP 73, Attack 115, Defense 60, Sp. Attack 60, Sp. Defense 60, Speed 90§
Seviper:Seviper(336), Poison Type, HP 73, Attack 100, Defense 60, Sp. Attack 100, Sp. Defense 60, Speed 65§
Lunatone:Lunatone(337), Rock/Psychic Type, HP 90, Attack 55, Defense 65, Sp. Attack 95, Sp. Defense 85, Speed 70§
Solrock:Solrock(338), Rock/Psychic Type, HP 90, Attack 95, Defense 85, Sp. Attack 55, Sp. Defense 65, Speed 70§
Barboach:Barboach(339), Water/Ground Type, HP 50, Attack 48, Defense 43, Sp. Attack 46, Sp. Defense 41, Speed 60§
Whiscash:Whiscash(340), Water/Ground Type, HP 110, Attack 78, Defense 73, Sp. Attack 76, Sp. Defense 71, Speed 60§
Corphish:Corphish(341), Water Type, HP 43, Attack 80, Defense 65, Sp. Attack 50, Sp. Defense 35, Speed 35§
Crawdaunt:Crawdaunt(342), Water/Dark Type, HP 63, Attack 120, Defense 85, Sp. Attack 90, Sp. Defense 55, Speed 55§
Baltoy:Baltoy(343), Ground/Psychic Type, HP 40, Attack 40, Defense 55, Sp. Attack 40, Sp. Defense 70, Speed 55§
Claydol:Claydol(344), Ground/Psychic Type, HP 60, Attack 70, Defense 105, Sp. Attack 70, Sp. Defense 120, Speed 75§
Lileep:Lileep(345), Rock/Grass Type, HP 66, Attack 41, Defense 77, Sp. Attack 61, Sp. Defense 87, Speed 23§
Cradily:Cradily(346), Rock/Grass Type, HP 86, Attack 81, Defense 97, Sp. Attack 81, Sp. Defense 107, Speed 43§
Anorith:Anorith(347), Rock/Bug Type, HP 45, Attack 95, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 75§
Armaldo:Armaldo(348), Rock/Bug Type, HP 75, Attack 125, Defense 100, Sp. Attack 70, Sp. Defense 80, Speed 45§
Feebas:Feebas(349), Water Type, HP 20, Attack 15, Defense 20, Sp. Attack 10, Sp. Defense 55, Speed 80§
Milotic:Milotic(350), Water Type, HP 95, Attack 60, Defense 79, Sp. Attack 100, Sp. Defense 125, Speed 81§
Castform:Castform(351), Normal Type, HP 70, Attack 70, Defense 70, Sp. Attack 70, Sp. Defense 70, Speed 70§
Kecleon:Kecleon(352), Normal Type, HP 60, Attack 90, Defense 70, Sp. Attack 60, Sp. Defense 120, Speed 40§
Shuppet:Shuppet(353), Ghost Type, HP 44, Attack 75, Defense 35, Sp. Attack 63, Sp. Defense 33, Speed 45§
Banette:Banette(354), Ghost Type, HP 64, Attack 115, Defense 65, Sp. Attack 83, Sp. Defense 63, Speed 65§
Duskull:Duskull(355), Ghost Type, HP 20, Attack 40, Defense 90, Sp. Attack 30, Sp. Defense 90, Speed 25§
Dusclops:Dusclops(356), Ghost Type, HP 40, Attack 70, Defense 130, Sp. Attack 60, Sp. Defense 130, Speed 25§
Tropius:Tropius(357), Grass/Flying Type, HP 99, Attack 68, Defense 83, Sp. Attack 72, Sp. Defense 87, Speed 51§
Chimecho:Chimecho(358), Psychic Type, HP 75, Attack 50, Defense 80, Sp. Attack 95, Sp. Defense 90, Speed 65§
Absol:Absol(359), Dark Type, HP 65, Attack 130, Defense 60, Sp. Attack 75, Sp. Defense 60, Speed 75§
Wynaut:Wynaut(360), Psychic Type, HP 95, Attack 23, Defense 48, Sp. Attack 23, Sp. Defense 48, Speed 23§
Snorunt:Snorunt(361), Ice Type, HP 50, Attack 50, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 50§
Glalie:Glalie(362), Ice Type, HP 80, Attack 80, Defense 80, Sp. Attack 80, Sp. Defense 80, Speed 80§
Spheal:Spheal(363), Ice/Water Type, HP 70, Attack 40, Defense 50, Sp. Attack 55, Sp. Defense 50, Speed 25§
Sealeo:Sealeo(364), Ice/Water Type, HP 90, Attack 60, Defense 70, Sp. Attack 75, Sp. Defense 70, Speed 45§
Walrein:Walrein(365), Ice/Water Type, HP 110, Attack 80, Defense 90, Sp. Attack 95, Sp. Defense 90, Speed 65§
Clamperl:Clamperl(366), Water Type, HP 35, Attack 64, Defense 85, Sp. Attack 74, Sp. Defense 55, Speed 32§
Huntail:Huntail(367), Water Type, HP 55, Attack 104, Defense 105, Sp. Attack 94, Sp. Defense 75, Speed 52§
Gorebyss:Gorebyss(368), Water Type, HP 55, Attack 84, Defense 105, Sp. Attack 114, Sp. Defense 75, Speed 52§
Relicanth:Relicanth(369), Water/Rock Type, HP 100, Attack 90, Defense 130, Sp. Attack 45, Sp. Defense 65, Speed 55§
Luvdisc:Luvdisc(370), Water Type, HP 43, Attack 30, Defense 55, Sp. Attack 40, Sp. Defense 65, Speed 97§
Bagon:Bagon(371), Dragon Type, HP 45, Attack 75, Defense 60, Sp. Attack 40, Sp. Defense 30, Speed 50§
Shelgon:Shelgon(372), Dragon Type, HP 65, Attack 95, Defense 100, Sp. Attack 60, Sp. Defense 50, Speed 50§
Salamence:Salamence(373), Dragon/Flying Type, HP 95, Attack 135, Defense 80, Sp. Attack 110, Sp. Defense 80, Speed 100§
Beldum:Beldum(374), Steel/Psychic Type, HP 40, Attack 55, Defense 80, Sp. Attack 35, Sp. Defense 60, Speed 30§
Metang:Metang(375), Steel/Psychic Type, HP 60, Attack 75, Defense 100, Sp. Attack 55, Sp. Defense 80, Speed 50§
Metagross:Metagross(376), Steel/Psychic Type, HP 80, Attack 135, Defense 130, Sp. Attack 95, Sp. Defense 90, Speed 70§
Regirock:Regirock(377), Rock Type, HP 80, Attack 100, Defense 200, Sp. Attack 50, Sp. Defense 100, Speed 50§
Regice:Regice(378), Ice Type, HP 80, Attack 50, Defense 100, Sp. Attack 100, Sp. Defense 200, Speed 50§
Registeel:Registeel(379), Steel Type, HP 80, Attack 75, Defense 150, Sp. Attack 75, Sp. Defense 150, Speed 50§
Latias:Latias(380), Dragon/Psychic Type, HP 80, Attack 80, Defense 90, Sp. Attack 110, Sp. Defense 130, Speed 110§
Latios:Latios(381), Dragon/Psychic Type, HP 80, Attack 90, Defense 80, Sp. Attack 130, Sp. Defense 110, Speed 110§
Kyogre:Kyogre(382), Water Type, HP 100, Attack 100, Defense 90, Sp. Attack 150, Sp. Defense 140, Speed 90§
Groudon:Groudon(383), Ground Type, HP 100, Attack 150, Defense 140, Sp. Attack 100, Sp. Defense 90, Speed 90§
Rayquaza:Rayquaza(384), Dragon/Flying Type, HP 105, Attack 150, Defense 90, Sp. Attack 150, Sp. Defense 90, Speed 95§
Jirachi:Jirachi(385), Steel/Psychic Type, HP 100, Attack 100, Defense 100, Sp. Attack 100, Sp. Defense 100, Speed 100§
Deoxys:Deoxys(386), Psychic Type, HP 50, Attack 150, Defense 50, Sp. Attack 150, Sp. Defense 50, Speed 150§
Turtwig:Turtwig(387), Grass Type, HP 55, Attack 68, Defense 64, Sp. Attack 45, Sp. Defense 55, Speed 31§
Grotle:Grotle(388), Grass Type, HP 75, Attack 89, Defense 85, Sp. Attack 55, Sp. Defense 65, Speed 36§
Torterra:Torterra(389), Grass/Ground Type, HP 95, Attack 109, Defense 105, Sp. Attack 75, Sp. Defense 85, Speed 56§
Chimchar:Chimchar(390), Fire Type, HP 44, Attack 58, Defense 44, Sp. Attack 58, Sp. Defense 44, Speed 61§
Monferno:Monferno(391), Fire/Fighting Type, HP 64, Attack 78, Defense 52, Sp. Attack 78, Sp. Defense 52, Speed 81§
Infernape:Infernape(392), Fire/Fighting Type, HP 76, Attack 104, Defense 71, Sp. Attack 104, Sp. Defense 71, Speed 108§
Piplup:Piplup(393), Water Type, HP 53, Attack 51, Defense 53, Sp. Attack 61, Sp. Defense 56, Speed 40§
Prinplup:Prinplup(394), Water Type, HP 64, Attack 66, Defense 68, Sp. Attack 81, Sp. Defense 76, Speed 50§
Empoleon:Empoleon(395), Water/Steel Type, HP 84, Attack 86, Defense 88, Sp. Attack 111, Sp. Defense 101, Speed 60§
Starly:Starly(396), Normal/Flying Type, HP 40, Attack 55, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 60§
Staravia:Staravia(397), Normal/Flying Type, HP 55, Attack 75, Defense 50, Sp. Attack 40, Sp. Defense 40, Speed 80§
Staraptor:Staraptor(398), Normal/Flying Type, HP 85, Attack 120, Defense 70, Sp. Attack 50, Sp. Defense 60, Speed 100§
Bidoof:Bidoof(399), Normal Type, HP 59, Attack 45, Defense 40, Sp. Attack 35, Sp. Defense 40, Speed 31§
Bibarel:Bibarel(400), Normal/Water Type, HP 79, Attack 85, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 71§
Kricketot:Kricketot(401), Bug Type, HP 37, Attack 25, Defense 41, Sp. Attack 25, Sp. Defense 41, Speed 25§
Kricketune:Kricketune(402), Bug Type, HP 77, Attack 85, Defense 51, Sp. Attack 55, Sp. Defense 51, Speed 65§
Shinx:Shinx(403), Electric Type, HP 45, Attack 65, Defense 34, Sp. Attack 40, Sp. Defense 34, Speed 45§
Luxio:Luxio(404), Electric Type, HP 60, Attack 85, Defense 49, Sp. Attack 60, Sp. Defense 49, Speed 60§
Luxray:Luxray(405), Electric Type, HP 80, Attack 120, Defense 79, Sp. Attack 95, Sp. Defense 79, Speed 70§
Budew:Budew(406), Grass/Poison Type, HP 40, Attack 30, Defense 35, Sp. Attack 50, Sp. Defense 70, Speed 55§
Roserade:Roserade(407), Grass/Poison Type, HP 60, Attack 70, Defense 65, Sp. Attack 125, Sp. Defense 105, Speed 90§
Cranidos:Cranidos(408), Rock Type, HP 67, Attack 125, Defense 40, Sp. Attack 30, Sp. Defense 30, Speed 58§
